MesaFator	MesaNum	DataCompleta	DiaSemana	HoraCheia	MealTXT	MealBIN	ValorTotal
22	22	2016-01-09 12:55:05	Sat	12	Lunch	0	67.9
26	26	2016-01-09 12:56:01	Sat	12	Lunch	0	33.17
27	27	2016-01-09 12:56:48	Sat	12	Lunch	0	36.74
24	24	2016-01-09 12:59:16	Sat	12	Lunch	0	57.07
23	23	2016-01-09 12:59:24	Sat	12	Lunch	0	30.45
28	28	2016-01-09 13:05:11	Sat	13	Lunch	0	49.44
63	63	2016-01-09 13:05:28	Sat	13	Lunch	0	13.58
57	57	2016-01-09 13:09:17	Sat	13	Lunch	0	34.13
46	46	2016-01-09 13:09:47	Sat	13	Lunch	0	42.61
53	53	2016-01-09 13:11:30	Sat	13	Lunch	0	30.25
55	55	2016-01-09 13:12:19	Sat	13	Lunch	0	27.51
30	30	2016-01-09 13:13:08	Sat	13	Lunch	0	31.94
29	29	2016-01-09 13:13:48	Sat	13	Lunch	0	30.45
60	60	2016-01-09 13:14:37	Sat	13	Lunch	0	68.24
56	56	2016-01-09 13:15:28	Sat	13	Lunch	0	47.81
47	47	2016-01-09 13:17:53	Sat	13	Lunch	0	41.67
64	64	2016-01-09 13:21:05	Sat	13	Lunch	0	69.52
61	61	2016-01-09 13:21:57	Sat	13	Lunch	0	58.82
35	35	2016-01-09 13:27:05	Sat	13	Lunch	0	98.12
44	44	2016-01-09 13:29:57	Sat	13	Lunch	0	27
70	70	2016-01-09 13:31:08	Sat	13	Lunch	0	21.37
71	71	2016-01-09 13:31:15	Sat	13	Lunch	0	32.79
43	43	2016-01-09 13:31:23	Sat	13	Lunch	0	27.29
25	25	2016-01-09 13:32:08	Sat	13	Lunch	0	118.84
37	37	2016-01-09 13:33:52	Sat	13	Lunch	0	190.95
42	42	2016-01-09 13:34:09	Sat	13	Lunch	0	27.02
72	72	2016-01-09 13:36:18	Sat	13	Lunch	0	93.43
80	80	2016-01-09 13:37:01	Sat	13	Lunch	0	37.03
81	81	2016-01-09 13:41:20	Sat	13	Lunch	0	104.44
85	85	2016-01-09 13:46:38	Sat	13	Lunch	0	33.6
82	82	2016-01-09 13:47:26	Sat	13	Lunch	0	58.32
92	92	2016-01-09 13:48:14	Sat	13	Lunch	0	100.91
76	76	2016-01-09 13:49:12	Sat	13	Lunch	0	91.35
93	93	2016-01-09 13:52:19	Sat	13	Lunch	0	56.66
66	66	2016-01-09 13:58:39	Sat	13	Lunch	0	94.5
98	98	2016-01-09 13:59:36	Sat	13	Lunch	0	73.37
88	88	2016-01-09 14:00:32	Sat	14	Lunch	0	49.45
87	87	2016-01-09 14:01:03	Sat	14	Lunch	0	46.75
89	89	2016-01-09 14:05:14	Sat	14	Lunch	0	73.48
90	90	2016-01-09 14:14:58	Sat	14	Lunch	0	85.99
95	95	2016-01-09 14:19:11	Sat	14	Lunch	0	30.79
97	97	2016-01-09 14:20:08	Sat	14	Lunch	0	32.62
96	96	2016-01-09 14:21:09	Sat	14	Lunch	0	19.86
99	99	2016-01-09 14:24:16	Sat	14	Lunch	0	82.38
5	5	2016-01-11 11:57:51	Mon	11	Lunch	0	57.19
2	2	2016-01-11 12:01:50	Mon	12	Lunch	0	38.11
6	6	2016-01-11 12:10:06	Mon	12	Lunch	0	38.41
1	1	2016-01-11 12:22:08	Mon	12	Lunch	0	53.16
7	7	2016-01-11 12:22:52	Mon	12	Lunch	0	18.42
8	8	2016-01-11 12:23:40	Mon	12	Lunch	0	21.3
9	9	2016-01-11 12:25:45	Mon	12	Lunch	0	21.65
10	10	2016-01-11 12:26:18	Mon	12	Lunch	0	23.8
22	22	2016-01-11 12:41:56	Mon	12	Lunch	0	50.86
30	30	2016-01-11 12:52:22	Mon	12	Lunch	0	45.54
25	25	2016-01-11 12:53:11	Mon	12	Lunch	0	31.76
19	19	2016-01-11 12:53:50	Mon	12	Lunch	0	48.54
23	23	2016-01-11 12:54:05	Mon	12	Lunch	0	47.99
24	24	2016-01-11 12:54:22	Mon	12	Lunch	0	37.83
43	43	2016-01-11 13:04:32	Mon	13	Lunch	0	48.61
21	21	2016-01-11 13:05:01	Mon	13	Lunch	0	27
17	17	2016-01-11 13:05:21	Mon	13	Lunch	0	28.26
16	16	2016-01-11 13:05:32	Mon	13	Lunch	0	30.59
11	11	2016-01-11 13:05:42	Mon	13	Lunch	0	34.56
15	15	2016-01-11 13:05:50	Mon	13	Lunch	0	48.15
13	13	2016-01-11 13:05:59	Mon	13	Lunch	0	35.81
14	14	2016-01-11 13:06:07	Mon	13	Lunch	0	35.33
18	18	2016-01-11 13:06:16	Mon	13	Lunch	0	34.4
61	61	2016-01-11 13:08:09	Mon	13	Lunch	0	30.94
26	26	2016-01-11 13:11:37	Mon	13	Lunch	0	31.45
28	28	2016-01-11 13:11:46	Mon	13	Lunch	0	23.73
27	27	2016-01-11 13:12:03	Mon	13	Lunch	0	27.71
33	33	2016-01-11 13:14:52	Mon	13	Lunch	0	40.99
35	35	2016-01-11 13:15:37	Mon	13	Lunch	0	37.56
55	55	2016-01-11 13:27:50	Mon	13	Lunch	0	56.89
46	46	2016-01-11 13:28:02	Mon	13	Lunch	0	31.32
40	40	2016-01-11 13:28:36	Mon	13	Lunch	0	55.76
75	75	2016-01-11 13:35:18	Mon	13	Lunch	0	9.74
73	73	2016-01-11 13:35:49	Mon	13	Lunch	0	12.07
58	58	2016-01-11 13:36:36	Mon	13	Lunch	0	26.75
59	59	2016-01-11 13:37:21	Mon	13	Lunch	0	25.93
60	60	2016-01-11 13:38:13	Mon	13	Lunch	0	62.59
64	64	2016-01-11 13:40:13	Mon	13	Lunch	0	80.33
47	47	2016-01-11 13:40:57	Mon	13	Lunch	0	74.67
44	44	2016-01-11 13:41:49	Mon	13	Lunch	0	35.32
53	53	2016-01-11 13:43:18	Mon	13	Lunch	0	43.18
67	67	2016-01-11 13:43:54	Mon	13	Lunch	0	23.76
76	76	2016-01-11 13:44:29	Mon	13	Lunch	0	45.03
72	72	2016-01-11 13:45:03	Mon	13	Lunch	0	21.54
71	71	2016-01-11 13:45:44	Mon	13	Lunch	0	25.49
70	70	2016-01-11 13:46:16	Mon	13	Lunch	0	23.94
37	37	2016-01-11 13:48:02	Mon	13	Lunch	0	42.56
36	36	2016-01-11 13:48:48	Mon	13	Lunch	0	63.62
42	42	2016-01-11 13:49:32	Mon	13	Lunch	0	43.73
56	56	2016-01-11 13:50:38	Mon	13	Lunch	0	44.69
57	57	2016-01-11 13:51:09	Mon	13	Lunch	0	22.06
68	68	2016-01-11 14:02:04	Mon	14	Lunch	0	43.45
69	69	2016-01-11 14:03:48	Mon	14	Lunch	0	136.08
78	78	2016-01-11 14:08:08	Mon	14	Lunch	0	108.17
82	82	2016-01-11 14:36:04	Mon	14	Lunch	0	33.61
80	80	2016-01-11 14:40:05	Mon	14	Lunch	0	39.47
81	81	2016-01-11 14:40:40	Mon	14	Lunch	0	23.01
84	84	2016-01-11 14:45:13	Mon	14	Lunch	0	51.41
86	86	2016-01-11 14:46:09	Mon	14	Lunch	0	28.92
85	85	2016-01-11 14:53:40	Mon	14	Lunch	0	57.59
88	88	2016-01-11 15:02:31	Mon	15	Lunch	0	53.33
7	7	2016-01-11 19:03:20	Mon	19	Dinner	1	21.4
6	6	2016-01-11 19:20:37	Mon	19	Dinner	1	52.4
17	17	2016-01-11 19:33:18	Mon	19	Dinner	1	24.69
18	18	2016-01-11 19:35:31	Mon	19	Dinner	1	30.52
23	23	2016-01-11 19:48:53	Mon	19	Dinner	1	37.12
25	25	2016-01-11 19:49:57	Mon	19	Dinner	1	36.08
19	19	2016-01-11 19:57:09	Mon	19	Dinner	1	31.14
99	99	2016-01-11 19:57:55	Mon	19	Dinner	1	32.17
10	10	2016-01-11 20:00:30	Mon	20	Dinner	1	55.32
5	5	2016-01-11 20:01:00	Mon	20	Dinner	1	15.77
4	4	2016-01-11 20:03:18	Mon	20	Dinner	1	19.34
8	8	2016-01-11 20:03:32	Mon	20	Dinner	1	45.65
1	1	2016-01-11 20:03:49	Mon	20	Dinner	1	44.97
22	22	2016-01-11 20:05:43	Mon	20	Dinner	1	20.58
15	15	2016-01-11 20:07:37	Mon	20	Dinner	1	94.72
16	16	2016-01-11 20:08:37	Mon	20	Dinner	1	75.25
21	21	2016-01-11 20:11:33	Mon	20	Dinner	1	28.05
80	80	2016-01-11 20:11:56	Mon	20	Dinner	1	26.58
27	27	2016-01-11 20:21:31	Mon	20	Dinner	1	56.3
24	24	2016-01-11 20:35:08	Mon	20	Dinner	1	44.85
30	30	2016-01-11 20:37:06	Mon	20	Dinner	1	83.4
37	37	2016-01-11 20:41:28	Mon	20	Dinner	1	24.82
35	35	2016-01-11 20:44:27	Mon	20	Dinner	1	107.74
26	26	2016-01-11 20:46:12	Mon	20	Dinner	1	137.94
53	53	2016-01-11 20:48:38	Mon	20	Dinner	1	47.32
55	55	2016-01-11 20:49:41	Mon	20	Dinner	1	37.86
36	36	2016-01-11 20:52:41	Mon	20	Dinner	1	36.05
40	40	2016-01-11 21:05:16	Mon	21	Dinner	1	104.91
63	63	2016-01-11 21:07:16	Mon	21	Dinner	1	72.16
57	57	2016-01-11 21:08:31	Mon	21	Dinner	1	34.16
44	44	2016-01-11 21:13:22	Mon	21	Dinner	1	90.6
41	41	2016-01-11 21:15:10	Mon	21	Dinner	1	132.28
3	3	2016-01-11 21:15:22	Mon	21	Dinner	1	60.21
2	2	2016-01-11 21:15:37	Mon	21	Dinner	1	74.39
56	56	2016-01-11 21:26:08	Mon	21	Dinner	1	30.39
28	28	2016-01-11 21:26:30	Mon	21	Dinner	1	55.73
43	43	2016-01-11 21:30:03	Mon	21	Dinner	1	89.55
73	73	2016-01-11 21:33:10	Mon	21	Dinner	1	17.28
98	98	2016-01-11 21:34:38	Mon	21	Dinner	1	68.4
97	97	2016-01-11 21:35:38	Mon	21	Dinner	1	35.3
60	60	2016-01-11 21:39:55	Mon	21	Dinner	1	125
70	70	2016-01-11 21:42:28	Mon	21	Dinner	1	82.16
33	33	2016-01-11 21:43:34	Mon	21	Dinner	1	264.98
71	71	2016-01-11 21:44:31	Mon	21	Dinner	1	39.04
61	61	2016-01-11 21:45:33	Mon	21	Dinner	1	127.95
51	51	2016-01-11 21:53:12	Mon	21	Dinner	1	64.27
66	66	2016-01-11 21:54:17	Mon	21	Dinner	1	120.39
47	47	2016-01-11 21:54:33	Mon	21	Dinner	1	48.56
11	11	2016-01-11 21:54:52	Mon	21	Dinner	1	100.31
13	13	2016-01-11 21:54:59	Mon	21	Dinner	1	102.98
67	67	2016-01-11 21:58:05	Mon	21	Dinner	1	26.04
68	68	2016-01-11 21:58:48	Mon	21	Dinner	1	35.64
69	69	2016-01-11 21:59:37	Mon	21	Dinner	1	27.51
75	75	2016-01-11 22:01:34	Mon	22	Dinner	1	50.46
58	58	2016-01-11 22:02:18	Mon	22	Dinner	1	52.96
78	78	2016-01-11 22:23:43	Mon	22	Dinner	1	52.88
77	77	2016-01-11 22:25:44	Mon	22	Dinner	1	27.21
76	76	2016-01-11 22:26:14	Mon	22	Dinner	1	32.61
1	1	2016-01-12 12:04:12	Tue	12	Lunch	0	73.96
5	5	2016-01-12 12:15:39	Tue	12	Lunch	0	26.58
15	15	2016-01-12 12:22:46	Tue	12	Lunch	0	47.53
3	3	2016-01-12 12:27:03	Tue	12	Lunch	0	53.61
6	6	2016-01-12 12:27:49	Tue	12	Lunch	0	62.62
4	4	2016-01-12 12:28:03	Tue	12	Lunch	0	41.4
8	8	2016-01-12 12:33:40	Tue	12	Lunch	0	44.69
7	7	2016-01-12 12:39:14	Tue	12	Lunch	0	28.12
26	26	2016-01-12 12:51:18	Tue	12	Lunch	0	100.53
19	19	2016-01-12 12:53:03	Tue	12	Lunch	0	95.65
16	16	2016-01-12 12:53:40	Tue	12	Lunch	0	30.87
27	27	2016-01-12 12:54:53	Tue	12	Lunch	0	31.52
30	30	2016-01-12 12:58:51	Tue	12	Lunch	0	120.78
22	22	2016-01-12 13:00:15	Tue	13	Lunch	0	37.7
21	21	2016-01-12 13:00:23	Tue	13	Lunch	0	27.51
23	23	2016-01-12 13:01:01	Tue	13	Lunch	0	28.47
24	24	2016-01-12 13:02:36	Tue	13	Lunch	0	29.84
25	25	2016-01-12 13:03:01	Tue	13	Lunch	0	19.61
51	51	2016-01-12 13:07:19	Tue	13	Lunch	0	29.77
33	33	2016-01-12 13:10:46	Tue	13	Lunch	0	74.19
40	40	2016-01-12 13:13:35	Tue	13	Lunch	0	21.26
41	41	2016-01-12 13:18:29	Tue	13	Lunch	0	72.35
38	38	2016-01-12 13:20:13	Tue	13	Lunch	0	26.31
36	36	2016-01-12 13:20:26	Tue	13	Lunch	0	43.73
35	35	2016-01-12 13:20:33	Tue	13	Lunch	0	34.23
37	37	2016-01-12 13:20:42	Tue	13	Lunch	0	28.92
46	46	2016-01-12 13:21:01	Tue	13	Lunch	0	84.67
9	9	2016-01-12 13:21:09	Tue	13	Lunch	0	28.78
10	10	2016-01-12 13:22:12	Tue	13	Lunch	0	63.07
53	53	2016-01-12 13:28:19	Tue	13	Lunch	0	30.28
58	58	2016-01-12 13:29:01	Tue	13	Lunch	0	65.56
47	47	2016-01-12 13:30:15	Tue	13	Lunch	0	87.27
57	57	2016-01-12 13:30:22	Tue	13	Lunch	0	31.48
29	29	2016-01-12 13:30:29	Tue	13	Lunch	0	99.63
13	13	2016-01-12 13:30:38	Tue	13	Lunch	0	32.69
14	14	2016-01-12 13:30:45	Tue	13	Lunch	0	32.76
44	44	2016-01-12 13:32:37	Tue	13	Lunch	0	47.37
42	42	2016-01-12 13:33:18	Tue	13	Lunch	0	90.55
60	60	2016-01-12 13:40:59	Tue	13	Lunch	0	52.47
59	59	2016-01-12 13:46:38	Tue	13	Lunch	0	58.57
55	55	2016-01-12 13:57:07	Tue	13	Lunch	0	45.88
66	66	2016-01-12 14:01:32	Tue	14	Lunch	0	12.75
61	61	2016-01-12 14:01:59	Tue	14	Lunch	0	79.22
64	64	2016-01-12 14:02:10	Tue	14	Lunch	0	62.83
56	56	2016-01-12 14:02:19	Tue	14	Lunch	0	64.3
68	68	2016-01-12 14:07:22	Tue	14	Lunch	0	62.94
17	17	2016-01-12 14:10:28	Tue	14	Lunch	0	25.17
18	18	2016-01-12 14:10:35	Tue	14	Lunch	0	21.71
77	77	2016-01-12 14:39:31	Tue	14	Lunch	0	74.29
70	70	2016-01-12 15:06:37	Tue	15	Lunch	0	22.06
69	69	2016-01-12 15:15:58	Tue	15	Lunch	0	13.17
71	71	2016-01-12 15:16:21	Tue	15	Lunch	0	40.69
76	76	2016-01-12 15:16:31	Tue	15	Lunch	0	94.18
75	75	2016-01-12 15:16:53	Tue	15	Lunch	0	30.29
73	73	2016-01-12 15:17:08	Tue	15	Lunch	0	33.06
72	72	2016-01-12 15:23:17	Tue	15	Lunch	0	37.29
4	4	2016-01-12 19:17:48	Tue	19	Dinner	1	35.37
7	7	2016-01-12 19:20:12	Tue	19	Dinner	1	19.89
8	8	2016-01-12 19:20:48	Tue	19	Dinner	1	24.11
26	26	2016-01-12 19:44:38	Tue	19	Dinner	1	37.18
35	35	2016-01-12 19:52:47	Tue	19	Dinner	1	39.23
36	36	2016-01-12 19:53:16	Tue	19	Dinner	1	44.17
11	11	2016-01-12 20:03:36	Tue	20	Dinner	1	245.09
18	18	2016-01-12 20:17:37	Tue	20	Dinner	1	75.49
21	21	2016-01-12 20:20:47	Tue	20	Dinner	1	64.99
13	13	2016-01-12 20:20:57	Tue	20	Dinner	1	49.01
1	1	2016-01-12 20:21:10	Tue	20	Dinner	1	54.57
5	5	2016-01-12 20:21:22	Tue	20	Dinner	1	24.53
3	3	2016-01-12 20:21:53	Tue	20	Dinner	1	41.23
6	6	2016-01-12 20:22:27	Tue	20	Dinner	1	32.79
24	24	2016-01-12 20:28:26	Tue	20	Dinner	1	82.29
76	76	2016-01-12 20:29:39	Tue	20	Dinner	1	28.53
33	33	2016-01-12 20:36:16	Tue	20	Dinner	1	66.64
41	41	2016-01-12 20:37:51	Tue	20	Dinner	1	57.42
86	86	2016-01-12 20:39:44	Tue	20	Dinner	1	40.33
40	40	2016-01-12 20:41:04	Tue	20	Dinner	1	88.03
27	27	2016-01-12 20:46:45	Tue	20	Dinner	1	85.37
37	37	2016-01-12 20:47:33	Tue	20	Dinner	1	38.96
19	19	2016-01-12 20:49:09	Tue	20	Dinner	1	83.29
14	14	2016-01-12 21:00:25	Tue	21	Dinner	1	28.37
15	15	2016-01-12 21:01:39	Tue	21	Dinner	1	127.03
38	38	2016-01-12 21:04:35	Tue	21	Dinner	1	31.8
53	53	2016-01-12 21:05:27	Tue	21	Dinner	1	22.33
55	55	2016-01-12 21:07:15	Tue	21	Dinner	1	20.78
82	82	2016-01-12 21:08:12	Tue	21	Dinner	1	66.68
51	51	2016-01-12 21:08:28	Tue	21	Dinner	1	27.68
16	16	2016-01-12 21:13:22	Tue	21	Dinner	1	68.93
75	75	2016-01-12 21:13:38	Tue	21	Dinner	1	110.57
23	23	2016-01-12 21:13:51	Tue	21	Dinner	1	51.09
22	22	2016-01-12 21:13:59	Tue	21	Dinner	1	46.43
85	85	2016-01-12 21:14:09	Tue	21	Dinner	1	39.84
17	17	2016-01-12 21:14:20	Tue	21	Dinner	1	119.18
46	46	2016-01-12 21:38:09	Tue	21	Dinner	1	114.59
28	28	2016-01-12 21:39:59	Tue	21	Dinner	1	121.54
10	10	2016-01-12 21:44:50	Tue	21	Dinner	1	49.87
61	61	2016-01-12 21:47:19	Tue	21	Dinner	1	17.63
64	64	2016-01-12 21:48:40	Tue	21	Dinner	1	22.98
88	88	2016-01-12 21:49:45	Tue	21	Dinner	1	62.84
43	43	2016-01-12 22:03:07	Tue	22	Dinner	1	82.66
68	68	2016-01-12 22:20:58	Tue	22	Dinner	1	138.44
89	89	2016-01-12 22:21:14	Tue	22	Dinner	1	64.21
77	77	2016-01-12 22:22:01	Tue	22	Dinner	1	68.55
81	81	2016-01-12 22:22:51	Tue	22	Dinner	1	88.96
60	60	2016-01-12 22:23:08	Tue	22	Dinner	1	91.29
67	67	2016-01-12 22:24:59	Tue	22	Dinner	1	29.78
80	80	2016-01-12 22:25:08	Tue	22	Dinner	1	53.55
63	63	2016-01-12 22:26:00	Tue	22	Dinner	1	29.74
58	58	2016-01-12 22:26:08	Tue	22	Dinner	1	24.14
2	2	2016-01-12 22:26:17	Tue	22	Dinner	1	133.19
59	59	2016-01-12 22:26:26	Tue	22	Dinner	1	20.43
47	47	2016-01-12 22:26:52	Tue	22	Dinner	1	36.71
9	9	2016-01-12 22:27:00	Tue	22	Dinner	1	80.63
84	84	2016-01-12 22:27:57	Tue	22	Dinner	1	28.28
66	66	2016-01-12 23:17:57	Tue	23	Dinner	1	18.11
56	56	2016-01-12 23:19:10	Tue	23	Dinner	1	51.19
73	73	2016-01-12 23:20:26	Tue	23	Dinner	1	34.15
30	30	2016-01-12 23:24:42	Tue	23	Dinner	1	57.93
72	72	2016-01-12 23:25:32	Tue	23	Dinner	1	48.33
7	7	2016-01-13 12:22:13	Wed	12	Lunch	0	94.49
18	18	2016-01-13 12:22:28	Wed	12	Lunch	0	25.65
6	6	2016-01-13 12:22:38	Wed	12	Lunch	0	28.4
2	2	2016-01-13 12:23:25	Wed	12	Lunch	0	73.74
5	5	2016-01-13 12:24:02	Wed	12	Lunch	0	33.41
8	8	2016-01-13 12:25:41	Wed	12	Lunch	0	34.98
10	10	2016-01-13 12:26:07	Wed	12	Lunch	0	43.42
9	9	2016-01-13 12:26:38	Wed	12	Lunch	0	36.01
4	4	2016-01-13 12:27:33	Wed	12	Lunch	0	129.63
11	11	2016-01-13 12:29:05	Wed	12	Lunch	0	83.38
16	16	2016-01-13 12:30:01	Wed	12	Lunch	0	26.25
15	15	2016-01-13 12:30:25	Wed	12	Lunch	0	114.29
28	28	2016-01-13 12:34:09	Wed	12	Lunch	0	39.56
19	19	2016-01-13 12:34:20	Wed	12	Lunch	0	30.22
22	22	2016-01-13 12:37:46	Wed	12	Lunch	0	48.48
42	42	2016-01-13 12:48:43	Wed	12	Lunch	0	25.83
27	27	2016-01-13 12:49:09	Wed	12	Lunch	0	41.78
26	26	2016-01-13 12:49:17	Wed	12	Lunch	0	48.5
29	29	2016-01-13 12:49:26	Wed	12	Lunch	0	38.21
24	24	2016-01-13 12:52:40	Wed	12	Lunch	0	64.45
21	21	2016-01-13 12:53:48	Wed	12	Lunch	0	30.23
63	63	2016-01-13 12:59:18	Wed	12	Lunch	0	22.77
44	44	2016-01-13 13:04:03	Wed	13	Lunch	0	162.54
43	43	2016-01-13 13:05:07	Wed	13	Lunch	0	36.96
64	64	2016-01-13 13:14:16	Wed	13	Lunch	0	80.23
59	59	2016-01-13 13:14:23	Wed	13	Lunch	0	11.52
60	60	2016-01-13 13:14:31	Wed	13	Lunch	0	21.54
55	55	2016-01-13 13:14:46	Wed	13	Lunch	0	54.73
41	41	2016-01-13 13:15:27	Wed	13	Lunch	0	75.54
14	14	2016-01-13 13:15:38	Wed	13	Lunch	0	33.29
13	13	2016-01-13 13:15:46	Wed	13	Lunch	0	46.27
35	35	2016-01-13 13:15:54	Wed	13	Lunch	0	65.13
56	56	2016-01-13 13:16:03	Wed	13	Lunch	0	174.51
53	53	2016-01-13 13:17:07	Wed	13	Lunch	0	34.78
61	61	2016-01-13 13:17:19	Wed	13	Lunch	0	86.69
67	67	2016-01-13 13:20:34	Wed	13	Lunch	0	77.43
57	57	2016-01-13 13:24:45	Wed	13	Lunch	0	89
3	3	2016-01-13 13:26:17	Wed	13	Lunch	0	26.41
23	23	2016-01-13 13:26:26	Wed	13	Lunch	0	20.3
25	25	2016-01-13 13:26:33	Wed	13	Lunch	0	21.4
70	70	2016-01-13 13:29:24	Wed	13	Lunch	0	100.07
73	73	2016-01-13 13:34:56	Wed	13	Lunch	0	88.59
77	77	2016-01-13 13:35:41	Wed	13	Lunch	0	19.79
76	76	2016-01-13 13:36:07	Wed	13	Lunch	0	28.3
84	84	2016-01-13 13:37:32	Wed	13	Lunch	0	71.36
78	78	2016-01-13 13:37:51	Wed	13	Lunch	0	100.07
75	75	2016-01-13 13:38:08	Wed	13	Lunch	0	77.69
36	36	2016-01-13 13:41:06	Wed	13	Lunch	0	51.64
38	38	2016-01-13 13:42:11	Wed	13	Lunch	0	34.62
33	33	2016-01-13 13:43:43	Wed	13	Lunch	0	23.18
30	30	2016-01-13 13:43:54	Wed	13	Lunch	0	42.58
37	37	2016-01-13 13:44:05	Wed	13	Lunch	0	36.54
68	68	2016-01-13 13:45:09	Wed	13	Lunch	0	96.95
72	72	2016-01-13 13:46:45	Wed	13	Lunch	0	151.02
81	81	2016-01-13 13:47:54	Wed	13	Lunch	0	48.53
87	87	2016-01-13 13:49:29	Wed	13	Lunch	0	64.12
86	86	2016-01-13 13:50:15	Wed	13	Lunch	0	101.93
82	82	2016-01-13 13:50:27	Wed	13	Lunch	0	37.39
71	71	2016-01-13 13:50:34	Wed	13	Lunch	0	38.13
80	80	2016-01-13 13:50:42	Wed	13	Lunch	0	19.61
88	88	2016-01-13 13:55:54	Wed	13	Lunch	0	67.62
92	92	2016-01-13 13:58:37	Wed	13	Lunch	0	69.81
91	91	2016-01-13 14:02:59	Wed	14	Lunch	0	127.76
96	96	2016-01-13 14:10:40	Wed	14	Lunch	0	49.99
94	94	2016-01-13 14:11:25	Wed	14	Lunch	0	33.5
89	89	2016-01-13 14:16:40	Wed	14	Lunch	0	53.85
95	95	2016-01-13 14:18:24	Wed	14	Lunch	0	23.18
90	90	2016-01-13 14:18:44	Wed	14	Lunch	0	43.54
97	97	2016-01-13 14:55:42	Wed	14	Lunch	0	80.71
4	4	2016-01-13 18:59:31	Wed	18	Dinner	1	67.78
3	3	2016-01-13 19:13:32	Wed	19	Dinner	1	71.11
1	1	2016-01-13 19:16:43	Wed	19	Dinner	1	46.5
2	2	2016-01-13 19:17:30	Wed	19	Dinner	1	36.42
5	5	2016-01-13 19:28:32	Wed	19	Dinner	1	91.84
19	19	2016-01-13 19:37:04	Wed	19	Dinner	1	41.78
14	14	2016-01-13 19:45:06	Wed	19	Dinner	1	22.63
13	13	2016-01-13 19:56:18	Wed	19	Dinner	1	296.07
10	10	2016-01-13 19:57:07	Wed	19	Dinner	1	96.72
27	27	2016-01-13 20:06:41	Wed	20	Dinner	1	82.55
9	9	2016-01-13 20:12:42	Wed	20	Dinner	1	210.17
22	22	2016-01-13 20:15:04	Wed	20	Dinner	1	91.44
21	21	2016-01-13 20:16:09	Wed	20	Dinner	1	115.09
25	25	2016-01-13 20:21:46	Wed	20	Dinner	1	107.82
36	36	2016-01-13 20:23:04	Wed	20	Dinner	1	95.94
30	30	2016-01-13 20:23:54	Wed	20	Dinner	1	21.12
6	6	2016-01-13 20:31:03	Wed	20	Dinner	1	97.64
71	71	2016-01-13 20:52:49	Wed	20	Dinner	1	28.67
23	23	2016-01-13 20:54:24	Wed	20	Dinner	1	112.39
61	61	2016-01-13 20:57:49	Wed	20	Dinner	1	54.51
64	64	2016-01-13 20:59:47	Wed	20	Dinner	1	85.85
76	76	2016-01-13 21:11:49	Wed	21	Dinner	1	71.88
44	44	2016-01-13 21:13:56	Wed	21	Dinner	1	193.59
94	94	2016-01-13 21:14:44	Wed	21	Dinner	1	54.38
95	95	2016-01-13 21:14:54	Wed	21	Dinner	1	60.01
95	95	2016-01-13 21:14:54	Wed	21	Dinner	1	60.01
40	40	2016-01-13 21:35:47	Wed	21	Dinner	1	47.38
83	83	2016-01-13 21:41:09	Wed	21	Dinner	1	65.76
63	63	2016-01-13 21:42:21	Wed	21	Dinner	1	95.03
37	37	2016-01-13 21:42:38	Wed	21	Dinner	1	51.37
37	37	2016-01-13 21:42:38	Wed	21	Dinner	1	51.37
87	87	2016-01-13 21:51:16	Wed	21	Dinner	1	58.27
70	70	2016-01-13 21:54:42	Wed	21	Dinner	1	198.32
38	38	2016-01-13 21:54:49	Wed	21	Dinner	1	59.59
56	56	2016-01-13 21:54:58	Wed	21	Dinner	1	46.14
53	53	2016-01-13 21:55:05	Wed	21	Dinner	1	38.46
57	57	2016-01-13 21:56:18	Wed	21	Dinner	1	101.95
43	43	2016-01-13 21:56:54	Wed	21	Dinner	1	102.66
69	69	2016-01-13 21:57:08	Wed	21	Dinner	1	122.05
72	72	2016-01-13 21:57:32	Wed	21	Dinner	1	66.93
67	67	2016-01-13 21:57:55	Wed	21	Dinner	1	45.2
33	33	2016-01-13 21:58:05	Wed	21	Dinner	1	39.43
35	35	2016-01-13 21:58:13	Wed	21	Dinner	1	71.66
8	8	2016-01-13 22:00:06	Wed	22	Dinner	1	109.22
96	96	2016-01-13 22:00:14	Wed	22	Dinner	1	33.82
16	16	2016-01-13 22:00:56	Wed	22	Dinner	1	161.84
42	42	2016-01-13 22:05:13	Wed	22	Dinner	1	157.75
28	28	2016-01-13 22:08:28	Wed	22	Dinner	1	76.34
90	90	2016-01-13 22:10:26	Wed	22	Dinner	1	68.17
17	17	2016-01-13 22:10:57	Wed	22	Dinner	1	198.69
73	73	2016-01-13 22:11:10	Wed	22	Dinner	1	50.96
84	84	2016-01-13 22:12:38	Wed	22	Dinner	1	79.28
75	75	2016-01-13 22:15:42	Wed	22	Dinner	1	45.73
86	86	2016-01-13 22:21:34	Wed	22	Dinner	1	41.75
86	86	2016-01-13 22:21:34	Wed	22	Dinner	1	41.75
59	59	2016-01-13 22:32:29	Wed	22	Dinner	1	91.39
60	60	2016-01-13 22:32:41	Wed	22	Dinner	1	126.83
89	89	2016-01-13 22:32:56	Wed	22	Dinner	1	115.71
88	88	2016-01-13 22:53:57	Wed	22	Dinner	1	249.95
81	81	2016-01-13 23:03:14	Wed	23	Dinner	1	63.16
